업종명,인허가일자,업소명,소재지도로명주소,소재지지번주소,영업장면적,건물내부면적,건물외부면적,업소소재지전화,업태명
휴게음식점,2019-10-31,컴포즈커피 방화역점,"서울특별시 강서구 금낭화로 135, 금강프라자빌딩 1층 135호 (방화동)",서울특별시 강서구 방화동 829-4 금강프라자빌딩(지상 1층) 135호,31.98,31.98,0,  02-2661-2993,커피숍
휴게음식점,2019-11-15,메가엠지씨커피 강서한강자이타워점,"서울특별시 강서구 양천로 401, 강서한강자이타워 B동 1층 106호 (가양동)",서울특별시 강서구 가양동 1498 강서한강자이타워 1층 B동 106호,71.69,71.69,0,02-1111-1111,커피숍
휴게음식점,2019-11-18,소니디자인,"서울특별시 강서구 강서로47나길 24, 1층 103호 (내발산동)",서울특별시 강서구 내발산동 709-5 1층 103호,51.57,51.57,0,02-1111-1111,커피숍
휴게음식점,2019-11-20,커피수작,"서울특별시 강서구 마곡중앙로 161-17, 보타닉파크타워Ⅰ 1층 114호 (마곡동)",서울특별시 강서구 마곡동 759-3 보타닉파크타워Ⅰ 114호,16.5,16.5,0,  02-3661-0519,커피숍
휴게음식점,2019-11-22,조은커피,"서울특별시 강서구 공항대로59길 8, 우현빌딩 4층 402호 (등촌동)",서울특별시 강서구 등촌동 648 우현빌딩 402호,5,5,0,  02-6898-8855,커피숍
휴게음식점,2019-11-22,긱스타 PC cafe,"서울특별시 강서구 공항대로 194, 문영 퀸즈파크12차 지하1층 B103호 (마곡동)",서울특별시 강서구 마곡동 799-3 문영 퀸즈파크12차 B103호 ,19.8,19.8,0, 070-5176-7290,커피숍
휴게음식점,2019-11-22,더벤티 마곡역점,"서울특별시 강서구 마곡서로 56, 우성에스비타워3 1층 104호 (마곡동)",서울특별시 강서구 마곡동 798-4 (지상 1층) 104호,50.54,50.54,0,  02-2662-8828,커피숍
휴게음식점,2019-11-22,블레스인커피,"서울특별시 강서구 공항대로 190, 푸리마타워 1층 113호 (마곡동)",서울특별시 강서구 마곡동 799-2 (지상 1층) 113호,37.15,37.15,0, 070-8833-2191,커피숍
휴게음식점,2019-11-26,할리스커피 마곡나인스퀘어점,"서울특별시 강서구 공항대로 206, 나인스퀘어 1층 101,102,103호 (마곡동)","서울특별시 강서구 마곡동 800 나인스퀘어 101,102,103호 ",139.9,139.9,0,  02-2664-7876,커피숍
휴게음식점,2019-12-05,이디야커피 등촌중앙점,"서울특별시 강서구 등촌로 67, 컴스웨이빌딩 1층 (등촌동)",서울특별시 강서구 등촌동 566-26 컴스웨이빌딩 1층 ,92.16,92.16,0,  02-2652-0670,커피숍
휴게음식점,2019-12-06,인라이크(InLike),"서울특별시 강서구 양천로30길 103, 화성빌딩 1층 103호 (마곡동)",서울특별시 강서구 마곡동 348-3 화성빌딩 103호,33,33,0,02-1111-1111,커피숍
휴게음식점,2019-12-18,구스,"서울특별시 강서구 마곡중앙로 59-11, 엠비즈타워 2층 207호 (마곡동)",서울특별시 강서구 마곡동 798-8 엠비즈타워 207호,50.79,50.79,0,02-1111-1111,커피숍
휴게음식점,2019-12-18,탐앤탐즈 강서구청점,"서울특별시 강서구 화곡로 311, 1~2층 (화곡동)",서울특별시 강서구 화곡동 998-1 (지상 1~2층) ,283.64,283.64,0,  02-2699-4565,커피숍
휴게음식점,2020-01-03,커피타임(Coffee time),"서울특별시 강서구 방화동로 39-1, 1층 (방화동)",서울특별시 강서구 방화동 614-77 (지상 1층) ,63.24,63.24,0,  02-6052-1544,커피숍
휴게음식점,2020-01-03,요거트 포켓,"서울특별시 강서구 강서로45라길 36, 108호 (내발산동)",서울특별시 강서구 내발산동 720 108호 ,26.4,26.4,0,02-1111-1111,커피숍
휴게음식점,2020-01-03,디저트레오,"서울특별시 강서구 공항대로49길 5-13, 1층 (등촌동)",서울특별시 강서구 등촌동 654-19 (지상 1층) ,43.01,43.01,0, 070-7755-5039,커피숍
휴게음식점,2020-01-09,메가엠지씨커피 염창역점,"서울특별시 강서구 공항대로 629, 1층 102(일부)호 (염창동)",서울특별시 강서구 염창동 282-22 (지상 1층) ,57.51,57.51,0,  02-3665-7089,커피숍
휴게음식점,2020-01-10,Thumb's(썸스 도시락),"서울특별시 강서구 공항대로 186, 로뎀타워 1층 122호 (마곡동)",서울특별시 강서구 마곡동 799-1 로뎀타워 1층 122호,41.81,41.81,0, 02 - 468-8757,커피숍
휴게음식점,2020-01-14,까페루아,"서울특별시 강서구 공항대로46길 13-7, 대명스카이 1층 101호 (화곡동, 대명스카이)",서울특별시 강서구 화곡동 1114-1 대명스카이(지상 1층) 101호,55.24,55.24,0,02-1111-1111,커피숍
휴게음식점,2020-01-21,더 벤티(마곡수명산점),"서울특별시 강서구 수명로 78, 새롬프라자 1층 103호 (내발산동)",서울특별시 강서구 내발산동 750-2 새롬프라자 1층 103호,35.1,35.1,0,  02-2667-1117,커피숍
휴게음식점,2020-01-22,또다른여행,"서울특별시 강서구 마곡중앙2로 35, 이너매스마곡2 8층 809~810호 (마곡동)","서울특별시 강서구 마곡동 800-15 이너매스마곡2(지상 8층), 809~810호 ",63.7,63.7,0,  02-2663-7003,커피숍
휴게음식점,2020-01-23,커피베이가양더리브점,"서울특별시 강서구 양천로 400-12, 더리브골드타워 1층 105호 (가양동)",서울특별시 강서구 가양동 54-6 더리브골드타워 105호,9.9,9.9,0,  02-6967-1789,커피숍
휴게음식점,2020-01-23,박스 프레소 마곡점 bacs presso magok,"서울특별시 강서구 마곡중앙6로 45, 리더스퀘어마곡 1층 108호 (마곡동)",서울특별시 강서구 마곡동 772-5 리더스퀘어마곡 1층 108호,38.6,38.6,0,02-1111-1111,커피숍
휴게음식점,2020-01-28,봄날,"서울특별시 강서구 양천로 400-12, 더리브골드타워 1층 114호 (가양동)",서울특별시 강서구 가양동 54-6 더리브골드타워(지상 1층) 114호,58.08,58.08,0,  02-6967-1707,커피숍
휴게음식점,2020-01-29,카페 문,"서울특별시 강서구 강서로 295, 의)성삼의료재단미즈메디병원 본관2층 (내발산동)",서울특별시 강서구 내발산동 701-4 의)성삼의료재단미즈메디병원 본관2층 ,70.7,70.7,0,  02-2007-1291,커피숍
휴게음식점,2020-01-30,나비카페,"서울특별시 강서구 강서로 439, 벨리오 1층 103호 (마곡동)",서울특별시 강서구 마곡동 784-8 벨리오 1층 103호,26.41,26.41,0,  02-6397-2990,커피숍
휴게음식점,2020-02-05,카페드렌(cafe' de Reine),"서울특별시 강서구 강서로45길 49-10, 102호 (내발산동)",서울특별시 강서구 내발산동 714-8 102호,16.5,16.5,0,02-1111-1111,커피숍
휴게음식점,2020-02-06,컴포즈커피 마곡리더스타워점,"서울특별시 강서구 공항대로 228, 1층 104호 (마곡동)",서울특별시 강서구 마곡동 800-5 104호,47.88,47.88,0,  02-2666-3876,커피숍
휴게음식점,2020-02-11,예맛당,"서울특별시 강서구 양천로 564, 등촌동두산위브센티움 2층 222호 (등촌동)",서울특별시 강서구 등촌동 631 등촌동두산위브센티움 222호,18.45,18.45,0,  02-2654-3116,커피숍
휴게음식점,2020-02-19,빽다방 강서블루나인점,"서울특별시 강서구 양천로 583, 우림블루나인비즈니스센터 지하1층 B109호 (염창동)",서울특별시 강서구 염창동 240-21 우림블루나인비즈니스센터 B109호,49,49,0,  02-2093-2006,커피숍
휴게음식점,2020-02-21,카페루앤비 마곡수명점,"서울특별시 강서구 수명로 31, 하버드아카데미 1층 103호 (내발산동)",서울특별시 강서구 내발산동 754-2 하버드아카데미(지상 1층) 103호,34.2,34.2,0,02-1111-1111,커피숍
휴게음식점,2020-02-24,이디야 공진초점,"서울특별시 강서구 마곡중앙1로 26, 마곡엠리체 101,102호 (마곡동)","서울특별시 강서구 마곡동 798-12 마곡엠리체 101,102호 ",61.91,61.91,0,  02-2665-7576,커피숍
휴게음식점,2020-02-25,메가엠지씨커피 목동사거리점,"서울특별시 강서구 곰달래로 272, 1층 102호 (화곡동)",서울특별시 강서구 화곡동 781-13 1층 102호,56.71,56.71,0,  02-2062-7844,커피숍
휴게음식점,2020-02-27,파머스빈 염창점,"서울특별시 강서구 공항대로 583, 1층 8호 (염창동, e편한세상)",서울특별시 강서구 염창동 309 e편한세상 ,50.69,50.69,0,  02-6396-3333,커피숍
휴게음식점,2020-03-02,빵팔구,"서울특별시 강서구 화곡로 330, 1층 B호 (화곡동)",서울특별시 강서구 화곡동 1116-3 1층 B호,110,110,0, 070-8806-0522,커피숍
휴게음식점,2020-03-12,커피링거,"서울특별시 강서구 공항대로 219, 센테니아 1층 122호 (마곡동)",서울특별시 강서구 마곡동 774-3 센테니아 1층 122호,46.25,46.25,0,  02-6952-6942,커피숍
휴게음식점,2020-03-16,하삼동 서울 마곡점,"서울특별시 강서구 공항대로 194, 문영 퀸즈파크12차 1층 104호 (마곡동)",서울특별시 강서구 마곡동 799-3 문영 퀸즈파크12차(지상 1층) 104호,41.82,41.82,0,  02-6204-0414,커피숍
휴게음식점,2020-03-16,라루라루,"서울특별시 강서구 공항대로53길 16, 정방빌딩 1층 102호 (등촌동)",서울특별시 강서구 등촌동 644-44 정방빌딩 102호,49.7,49.7,0,02-1111-1111,커피숍
휴게음식점,2020-03-17,카페희다 마곡점,"서울특별시 강서구 마곡동로3길 26, 랑데르2 1층 101호 (마곡동)",서울특별시 강서구 마곡동 774-5 랑데르2 (지상 1층) 101호,34.76,34.76,0,02-1111-1111,커피숍
휴게음식점,2020-03-18,클라쓰,"서울특별시 강서구 공항대로53가길 4, 1층 (등촌동)",서울특별시 강서구 등촌동 643-74 1층 ,38,38,0,  02-3664-6868,커피숍
휴게음식점,2020-03-23,스타벅스 마곡역점,"서울특별시 강서구 공항대로 168, 1층 101~104호 (마곡동)",서울특별시 강서구 마곡동 798-3 1층 101~104호 ,224.36,224.36,0,  02-2662-3881,커피숍
휴게음식점,2020-03-27,아임일리터,"서울특별시 강서구 방화동로 92, 에스메디컬 1층 101~102호 (방화동)",서울특별시 강서구 방화동 249-153 에스메디컬(지상 1층) 101~102호 ,102.44,102.44,0,  02-2662-1126,커피숍
휴게음식점,2020-04-03,오뉴월,"서울특별시 강서구 마곡중앙로 59-17, 류마타워2 1층 116호 (마곡동)",서울특별시 강서구 마곡동 798-6 류마타워2  1층 116호,30,30,0,02-1111-1111,커피숍
휴게음식점,2020-04-07,다정다감,"서울특별시 강서구 마곡중앙6로 45, 리더스퀘어마곡 1층 110호 (마곡동)",서울특별시 강서구 마곡동 772-5 리더스퀘어마곡 1층 110호,40.15,40.15,0,02-1111-1111,커피숍
휴게음식점,2020-04-07,행복한 꽃 이야기,"서울특별시 강서구 송정로 33, 2층 (공항동)",서울특별시 강서구 공항동 59-3 2층 ,24,24,0,  02-2661-0755,커피숍
휴게음식점,2020-04-09,돌체테이블,"서울특별시 강서구 강서로 433, 마곡오드카운티2차 1층 117호 (마곡동)",서울특별시 강서구 마곡동 784-9 마곡오드카운티2차 1층 117호 ,31.98,31.98,0, 070-4015-6153,커피숍
휴게음식점,2020-04-10,파머스빈 마곡점,"서울특별시 강서구 공항대로 237, 1층 119호 (마곡동)",서울특별시 강서구 마곡동 797 1층 119호,23.94,23.94,0,  02-3665-3006,커피숍
휴게음식점,2020-04-10,매머드익스프레스 류마타워점,"서울특별시 강서구 공항대로 164, 류마타워 1층 119호 (마곡동)",서울특별시 강서구 마곡동 798-2 류마타워 1층 119호 ,30.4,30.4,0,02-1111-1111,커피숍
휴게음식점,2020-04-13,더벤티양천향교역점,"서울특별시 강서구 마곡동로10길 23, 마곡파크뷰대방디엠시티오피스텔 1층 133호 (마곡동)",서울특별시 강서구 마곡동 776 마곡파크뷰대방디엠시티오피스텔(지상 1층) 133호,42.48,42.48,0,  02-6339-3007,커피숍
휴게음식점,2020-04-17,마카롱 드 쌤,"서울특별시 강서구 곰달래로 228, 1층 (화곡동)",서울특별시 강서구 화곡동 840-13 (지상 1층) ,40.66,40.66,0,02-1111-1111,커피숍
휴게음식점,2020-04-20,컴포즈 커피,"서울특별시 강서구 공항대로 200, 마곡지웰타워 1층 113호 (마곡동)",서울특별시 강서구 마곡동 799-4 마곡지웰타워 1층 113호 ,41.71,41.71,0,02-1111-1111,커피숍
휴게음식점,2020-04-23,아타락시아,"서울특별시 강서구 양천로 344, 마곡센트럴대방디엠시티오피스텔 1층 119호 (마곡동)",서울특별시 강서구 마곡동 776-2 마곡센트럴대방디엠시티오피스텔 1층 119호,36.88,36.88,0,  02-2659-0620,커피숍
휴게음식점,2020-04-27,카페 써스데이(cafe thursday),"서울특별시 강서구 방화대로40길 36, 지상1,2층 (방화동)","서울특별시 강서구 방화동 184-60 지상1,2층 ",33.68,33.68,0,02-1111-1111,커피숍
휴게음식점,2020-04-28,엔제리너스 롯데몰김포영풍문고점,"서울특별시 강서구 하늘길 38, 김포공항, 롯데몰, 스카이시티 GF층 (방화동)","서울특별시 강서구 방화동 886 김포공항, 롯데몰, 스카이시티, GF층 ",65,65,0,  02-6116-5715,커피숍
휴게음식점,2020-04-29,더벤티,"서울특별시 강서구 강서로45길 9, 1층 (화곡동)",서울특별시 강서구 화곡동 1006 1층 ,30,30,0, 070-4413-0722,커피숍
휴게음식점,2020-04-29,아메리칸에그샌드 롯데몰김포공항점,"서울특별시 강서구 하늘길 38, 김포공항, 롯데몰, 스카이시티 gf층 (방화동)","서울특별시 강서구 방화동 886 김포공항, 롯데몰, 스카이시티 ",33.88,33.88,0, 070-4521-7114,커피숍
휴게음식점,2020-05-06,홀론카페(hoLon cafe),"서울특별시 강서구 화곡로68길 102, 서울시니어스가양타워 1층 102호 (등촌동)",서울특별시 강서구 등촌동 637 서울시니어스가양타워 1층 102호,193.66,193.66,0,  02-3660-7643,커피숍
휴게음식점,2020-05-12,이디야 파인스퀘어점,"서울특별시 강서구 마곡중앙4로 22, 파인스퀘어 1층 A 124~126호 (마곡동)",서울특별시 강서구 마곡동 799-11 파인스퀘어 1층 A 124~126호 ,116.55,116.55,0,  02-2664-7577,커피숍
휴게음식점,2020-05-21,카페다수니 내발산점,"서울특별시 강서구 강서로 308, 신양빌딩 1층 (내발산동)",서울특별시 강서구 내발산동 677-9 신양빌딩 1층 ,56,56,0,02-1111-1111,커피숍
휴게음식점,2020-05-26,아메리칸트레일러 롯데몰 김포공항점,"서울특별시 강서구 하늘길 38, 김포공항, 롯데몰, 스카이시티,MF(지하1)층 (방화동)","서울특별시 강서구 방화동 886 김포공항, 롯데몰, 스카이시티,MF(지하1)층 ",64.44,64.44,0,02-1111-1111,커피숍
휴게음식점,2020-05-26,컴포즈커피 마곡류마타워점,"서울특별시 강서구 공항대로 164, 류마타워 1층 120호 (마곡동)","서울특별시 강서구 마곡동 798-2 류마타워,1층 120호",30.4,30.4,0,  02-6013-1541,커피숍
휴게음식점,2020-05-28,에그드랍 마곡역점,"서울특별시 강서구 공항대로 190, 1층 105호 (마곡동)",서울특별시 강서구 마곡동 799-2 1층 105호,50.24,50.24,0,02-1111-1111,커피숍
휴게음식점,2020-06-01,나무곁에 서서,"서울특별시 강서구 강서로76길 19, 1층 (가양동)",서울특별시 강서구 가양동 146-47 1층 ,19.8,19.8,0,02-1111-1111,커피숍
휴게음식점,2020-06-05,커피메이드,"서울특별시 강서구 송정로 57, 가야주류 1층 (공항동)",서울특별시 강서구 공항동 52-15 가야주류(지상 1층) ,6.6,6.6,0,  02-1588-3190,커피숍
휴게음식점,2020-06-08,컴포즈커피 마곡수명산점,"서울특별시 강서구 수명로 72, 발산신성프라자 1층 102호 (내발산동)",서울특별시 강서구 내발산동 750-6 발산신성프라자 1층 102호,47.97,47.97,0,  02-2667-7534,커피숍
휴게음식점,2020-06-08,고요베이크샵,"서울특별시 강서구 강서로12길 32, 1층 101호 (화곡동, 인터시티빌라)",서울특별시 강서구 화곡동 342-7 인터시티빌라 1층 101호,25.57,25.57,0,02-1111-1111,커피숍
휴게음식점,2020-06-09,온오프커피(ON OFF COFFEE),"서울특별시 강서구 송정로 51, 대성빌딩 1층 101호 (공항동)",서울특별시 강서구 공항동 60-118 대성빌딩 1층 101호 ,96.57,96.57,0,02-1111-1111,커피숍
휴게음식점,2020-06-09,생각나는 샌드위치 & 빙수카페,"서울특별시 강서구 강서로29길 82, 1층 101호 (화곡동, 블루힐)",서울특별시 강서구 화곡동 380-11 블루힐 1층 101호 ,26.32,26.32,0,  02-2606-6486,커피숍
휴게음식점,2020-06-10,카페 보라,"서울특별시 강서구 양천로 376, 델타빌딩 1층 101B호 (가양동)",서울특별시 강서구 가양동 99-2 델타빌딩 1층 101B호,26.4,26.4,0,02-1111-1111,커피숍
휴게음식점,2020-06-12,다르투아,"서울특별시 강서구 화곡로 183, 1층 101호 (화곡동)",서울특별시 강서구 화곡동 1063-10 (지상 1층) 101호,61.03,61.03,0,02-1111-1111,커피숍
휴게음식점,2020-06-15,메가엠지씨커피 이대서울병원점,"서울특별시 강서구 강서로 349, 1층 13호 (내발산동)",서울특별시 강서구 내발산동 654-4 1층 13호,49.59,49.59,0,  02-6407-1711,커피숍
휴게음식점,2020-06-19,아르미안,"서울특별시 강서구 화곡로55길 21, 1층 (화곡동)",서울특별시 강서구 화곡동 996-6 1층 ,42.15,42.15,0,02-1111-1111,커피숍
휴게음식점,2020-06-23,로또카페,"서울특별시 강서구 강서로74길 3, 가양빌딩 1층 6호 (가양동)",서울특별시 강서구 가양동 129-15 가양빌딩(지상 1층) 6호,33,33,0,02-1111-1111,커피숍
휴게음식점,2020-06-23,텐퍼센트커피 양천향교점,"서울특별시 강서구 강서로 471, 엠코지니어스타 A동 1층 107호 (마곡동)",서울특별시 강서구 마곡동 776-4 엠코지니어스타 A동 1층 107호 ,24.78,24.78,0,  02-2659-5335,커피숍
휴게음식점,2020-06-30,그라나다카페2호점 강서농수산식품공사점,"서울특별시 강서구 발산로 40, 강서농산물시장 관리트럭판매동 1층 1-2호 (외발산동)",서울특별시 강서구 외발산동 427 강서농산물시장 1층 관리트럭판매동 1-2호,15,15,0,02-1111-1111,커피숍
휴게음식점,2020-07-01,25 브릭스(brix),"서울특별시 강서구 마곡중앙2로 35, 이너매스마곡2 2층 223호 (마곡동)",서울특별시 강서구 마곡동 800-15 이너매스마곡2 2층 223호,37.92,37.92,0,02-1111-1111,커피숍
휴게음식점,2020-07-10,빽다방 송정역점,"서울특별시 강서구 공항대로 23, 1층 (공항동)",서울특별시 강서구 공항동 45-39 (지상 1층) ,42.97,42.97,0,  02-2665-9560,커피숍
휴게음식점,2020-07-13,티오르카페,"서울특별시 강서구 마곡중앙로 76, 힐스테이트에코마곡역 3층 302호 (마곡동)",서울특별시 강서구 마곡동 773 힐스테이트에코마곡역 302호,15.46,15.46,0,02-1111-1111,커피숍
휴게음식점,2020-07-20,올디스커피 ALL THIS COFFEE,"서울특별시 강서구 양천로 583, 우림블루나인비즈니스센터 지하1층 B112호 (염창동)",서울특별시 강서구 염창동 240-21 우림블루나인비즈니스센터 지하1층 B112호,65.63,65.63,0,02-1111-1111,커피숍
휴게음식점,2020-07-30,만남의 장소 (방신카페),"서울특별시 강서구 방화동로 124-1, 2층 (방화동)",서울특별시 강서구 방화동 567-35 2층 ,72.6,72.6,0,02-1111-1111,커피숍
휴게음식점,2020-08-04,(주)럭키티엔에이치 와플대학 신방화역캠퍼스,"서울특별시 강서구 마곡중앙5로 87, 우성르보아투 1층 103호 (마곡동)",서울특별시 강서구 마곡동 739-2 우성르보아투 1층 103호,38.22,38.22,0,  02-2666-7690,커피숍
휴게음식점,2020-08-10,구워봄,"서울특별시 강서구 공항대로 227, 마곡센트럴타워Ⅰ 2층 213호 (마곡동)",서울특별시 강서구 마곡동 774-4 마곡센트럴타워Ⅰ 2층 213호,29.99,29.99,0,02-1111-1111,커피숍
휴게음식점,2020-08-11,커피사피엔스 신방화역점,"서울특별시 강서구 마곡중앙5로 87, 우성르보아투 1층 105호 (마곡동)",서울특별시 강서구 마곡동 739-2 우성르보아투 1층 105호,38.22,38.22,0,  02-6949-6959,커피숍
휴게음식점,2020-08-12,랭스터디카페 우장산역점,"서울특별시 강서구 강서로 239, 2층 1호 (화곡동)",서울특별시 강서구 화곡동 1006-10 2층 1호 ,230,230,0,  02-2605-2552,커피숍
휴게음식점,2020-08-13,트립커피 남북통합문화센터점,"서울특별시 강서구 마곡서1로 56, 남북통합문화센터 1층 (마곡동)",서울특별시 강서구 마곡동 745 남북통합문화센터 ,86.26,86.26,0,02-1111-1111,커피숍
휴게음식점,2020-08-18,컴포즈커피 발산점,"서울특별시 강서구 강서로 360, 솔레드림 1층 106호 (내발산동)",서울특별시 강서구 내발산동 653 솔레드림 106호,46.8,46.8,0,02-1111-1111,커피숍
휴게음식점,2020-08-20,투썸플레이스등촌로점,"서울특별시 강서구 등촌로 177, 1~2층 101,201호 (등촌동, 경남파크빌)","서울특별시 강서구 등촌동 719 경남파크빌(지상 1~2층), 101~201호 ",164.84,164.84,0,  02-2655-2138,커피숍
휴게음식점,2020-08-21,홍콩다방 마곡점,"서울특별시 강서구 마곡중앙6로 63, 마곡테크노타워 1층 110호 (마곡동)",서울특별시 강서구 마곡동 796-5 마곡테크노타워(지상 1층) 110호,44.32,44.32,0,02-1111-1111,커피숍
휴게음식점,2020-08-21,커피사피엔스 마곡나루역점,"서울특별시 강서구 마곡중앙로 161-11, 힐스테이트에코마곡나루역라마다앙코르서울 1층 A-108호 (마곡동)",서울특별시 강서구 마곡동 760-1 힐스테이트에코마곡나루역라마다앙코르서울 1층 A-108호,30.76,30.76,0, 070-7543-4592,커피숍
휴게음식점,2020-08-24,오아시스,"서울특별시 강서구 강서로10길 8, 용윤빌딩 1층 (화곡동)",서울특별시 강서구 화곡동 894-19 용윤빌딩 1층 ,77.55,77.55,0,02-1111-1111,커피숍
휴게음식점,2020-08-27,과일에 반하다. 프루타 신방화점,"서울특별시 강서구 마곡서1로 132, 상가동 1층 101호 (마곡동, 마곡엠밸리3단지)",서울특별시 강서구 마곡동 736 마곡엠밸리3단지 1층 상가동 101호,49.45,49.45,0,02-1111-1111,커피숍
휴게음식점,2020-09-04,코다(CODA),"서울특별시 강서구 등촌로13길 59, 1층 (화곡동)",서울특별시 강서구 화곡동 814-3 1층 ,29.7,29.7,0,02-1111-1111,커피숍
휴게음식점,2020-09-08,팔공티 롯데슈퍼방화점,"서울특별시 강서구 방화대로34길 83, 1층 (방화동)",서울특별시 강서구 방화동 187-1 1층 ,26.4,26.4,0,02-1111-1111,커피숍
휴게음식점,2020-09-10,(코코)CoCo cafe,"서울특별시 강서구 공항대로36길 126, 1층 104호 (내발산동, 천우명덕아파트)",서울특별시 강서구 내발산동 680-6 천우명덕아파트(지상 1층) 104호,49.58,49.58,0,02-1111-1111,커피숍
휴게음식점,2020-09-14,르와조,"서울특별시 강서구 공항대로 237, 1층 120호 (마곡동)",서울특별시 강서구 마곡동 797 1층 ,29.64,29.64,0,02-1111-1111,커피숍
휴게음식점,2020-09-14,자이온 (ZION),"서울특별시 강서구 공항대로61길 10-11, 1, 2층 (염창동)","서울특별시 강서구 염창동 273-30 1, 2층 ",143.38,143.38,0,  02-3662-0132,커피숍
휴게음식점,2020-09-15,디저트39 화곡역점,"서울특별시 강서구 화곡로 135, 상원빌딩 1층 104호 (화곡동)",서울특별시 강서구 화곡동 1067-19 상원빌딩(지상 1층) 104호,33,33,0,02-1111-1111,커피숍
휴게음식점,2020-09-15,뎁스Depth,"서울특별시 강서구 초록마을로 56, 1층 (화곡동)",서울특별시 강서구 화곡동 55-59 1층 ,98.14,98.14,0,02-1111-1111,커피숍
휴게음식점,2020-09-16,아우어 다이브(OUR DIVE),"서울특별시 강서구 공항대로 190, 푸리마타워 4층 402호 (마곡동)",서울특별시 강서구 마곡동 799-2 푸리마타워 ,15,15,0,02-1111-1111,커피숍
휴게음식점,2020-09-21,투썸플레이스 마곡역점,"서울특별시 강서구 마곡중앙로 59-9, 1~2층 101~102,201~204호 (마곡동)","서울특별시 강서구 마곡동 798-9 (지상 1~2층) 101~102,201~204호 ",257.4,257.4,0,  02-2663-2228,커피숍
휴게음식점,2020-09-25,터치카페 마곡나루점,"서울특별시 강서구 마곡중앙로 161-11, 힐스테이트에코마곡나루역라마다앙코르서울 A동 1층 109호 (마곡동)",서울특별시 강서구 마곡동 760-1 힐스테이트에코마곡나루역라마다앙코르서울 A동 109호,22.31,22.31,0,02-1111-1111,커피숍
휴게음식점,2020-09-29,갤러리카페 무크몽크,"서울특별시 강서구 공항대로 376, KBS스포츠월드 1층 (화곡동)",서울특별시 강서구 화곡동 1093-76 KBS스포츠월드 ,135.4,135.4,0,02-1111-1111,커피숍
휴게음식점,2020-10-13,바빈스 가양점,"서울특별시 강서구 양천로 396, 호성 스카이 106~108호 (가양동)",서울특별시 강서구 가양동 57-11 호성 스카이 ,104.7,104.7,0,  02-3664-0997,커피숍
휴게음식점,2020-10-13,투썸플레이스 화곡역점,"서울특별시 강서구 강서로 163, 콤마빌딩 1~2층 (화곡동)",서울특별시 강서구 화곡동 1075-3 콤마빌딩 1~2층 ,286.34,286.34,0,02-1111-1111,커피숍
휴게음식점,2020-10-16,아아수혈,"서울특별시 강서구 공항대로46길 97, 유정빌딩 1층 103호 (화곡동)",서울특별시 강서구 화곡동 1118-3 유정빌딩 103호,26.4,26.4,0,02-1111-1111,커피숍
휴게음식점,2020-10-20,로비카페,"서울특별시 강서구 강서로 307, 서울스타병원빌딩 1층 105호 (내발산동)",서울특별시 강서구 내발산동 678-7 서울스타병원빌딩 1층 105호,13.2,13.2,0, 070-4647-0623,커피숍
휴게음식점,2020-10-21,컴포즈커피 내발산점,"서울특별시 강서구 강서로48길 9, 1층 (내발산동)",서울특별시 강서구 내발산동 677-12 (지상 1층) ,50,50,0, 070-7537-0020,커피숍
휴게음식점,2020-10-22,텐퍼센트커피 마곡나루점,"서울특별시 강서구 마곡중앙5로 6, 마곡나루역보타닉푸르지오시티 1층 132호 (마곡동)",서울특별시 강서구 마곡동 760 마곡나루역보타닉푸르지오시티(지상 1층) 132호,32.69,32.69,0,  02-3665-2614,커피숍
휴게음식점,2020-10-22,메가엠지씨커피 강서구청점,"서울특별시 강서구 화곡로 326, 1층~중2층 (화곡동)",서울특별시 강서구 화곡동 1117-18 1층~중2층 ,95.7,95.7,0,02-1111-1111,커피숍
휴게음식점,2020-10-22,더플롯커피(마곡나루점),"서울특별시 강서구 마곡중앙로 161-17, 보타닉파크타워Ⅰ 1층 112호 (마곡동)",서울특별시 강서구 마곡동 759-3 보타닉파크타워Ⅰ 1층 112호,36.3,36.3,0,  02-6449-9997,커피숍
휴게음식점,2020-10-28,커피 상담원,"서울특별시 강서구 양천로30길 22, 1층 (마곡동)",서울특별시 강서구 마곡동 326-17 1층 ,8.8,8.8,0,02-1111-1111,커피숍
휴게음식점,2020-10-29,수애 · 더 챔플,"서울특별시 강서구 곰달래로49길 31, 1층 (화곡동)",서울특별시 강서구 화곡동 832-7 1층 ,9,9,0,02-1111-1111,커피숍
휴게음식점,2020-10-30,커피브라더 발산점,"서울특별시 강서구 우장산로4길 9, 1층 101호 (내발산동, 제니스타운2차)",서울특별시 강서구 내발산동 671-5 제니스타운2차 1층 101호,12.81,12.81,0,  02-3661-2880,커피숍
휴게음식점,2020-10-30,폴바셋 강서부민병원점,"서울특별시 강서구 공항대로 389, 부민병원 1층 (등촌동)",서울특별시 강서구 등촌동 657 부민병원 1층 ,28.1,28.1,0,  02-3662-3447,커피숍
휴게음식점,2020-11-02,컴포즈커피 화곡중앙시장점,"서울특별시 강서구 가로공원로76길 53, 1층 (화곡동)",서울특별시 강서구 화곡동 370-56 ,46.13,46.13,0,  02-2696-0510,커피숍
휴게음식점,2020-11-04,뚜띠에,"서울특별시 강서구 강서로 497, 학원빌딩 1층 2호 (가양동)",서울특별시 강서구 가양동 154-16 학원빌딩 ,46,46,0,  02-6953-5153,커피숍
