주차장명,주차면수,연월일,입차대수,출차대수,피크시간
구파발역,399,2021-11-17,610,612,14
신설동,79,2021-11-17,238,232,16
영등포구청역,137,2021-11-17,229,221,12
적선노외,30,2021-11-17,206,105,15
도봉산역,364,2021-11-17,360,357,13
학여울역,180,2021-11-17,105,113,9
사당노외,184,2021-11-17,451,456,20
종묘,1617,2021-11-17,1403,1406,15
천왕역,328,2021-11-17,374,381,13
개화역,483,2021-11-17,338,325,13
마포유수지,505,2021-11-17,854,852,19
세종로,1260,2021-11-17,809,816,20
신대방역,60,2021-11-17,157,160,19
동대문,1092,2021-11-17,1724,1772,0
천호역,1432,2021-11-17,1356,1400,12
용산주차빌딩,561,2021-11-17,442,439,13
신천유수지,214,2021-11-17,214,219,12
신방화역,199,2021-11-17,220,215,17
훈련원공원,873,2021-11-17,1026,1024,13
가양라이품,38,2021-11-17,31,28,14
남산예장,40,2021-11-17,279,278,15
장안1동,74,2021-11-17,81,77,0
신월4동,53,2021-11-17,20,12,14
장안2동,80,2021-11-17,51,51,11
웃우물,79,2021-11-17,51,49,11
잠실역,346,2021-11-18,604,600,14
구로디지털단지역,92,2021-11-18,191,193,20
개화산역,322,2021-11-18,335,331,12
수서역북,553,2021-11-18,723,746,13
수서역남,18,2021-11-18,32,30,12
복정역,322,2021-11-18,401,398,16
한강진역,176,2021-11-18,361,366,15
수락산역,157,2021-11-18,226,232,12
화랑대역,319,2021-11-18,322,322,14
서울글로벌센터,38,2021-11-18,72,75,15
구파발역,399,2021-11-18,636,638,12
신설동,79,2021-11-18,195,192,16
영등포구청역,137,2021-11-18,229,224,14
적선노외,30,2021-11-18,191,101,15
도봉산역,364,2021-11-18,375,369,14
학여울역,180,2021-11-18,96,93,15
사당노외,184,2021-11-18,434,440,20
종묘,1617,2021-11-18,1411,1419,13
천왕역,328,2021-11-18,360,362,14
개화역,483,2021-11-18,319,320,13
마포유수지,505,2021-11-18,797,817,12
세종로,1260,2021-11-18,770,778,20
신대방역,60,2021-11-18,128,127,19
동대문,1092,2021-11-18,1728,1770,1
천호역,1432,2021-11-18,1426,1426,13
용산주차빌딩,561,2021-11-18,439,434,17
신천유수지,214,2021-11-18,247,246,15
신방화역,199,2021-11-18,207,226,10
훈련원공원,873,2021-11-18,980,991,13
가양라이품,38,2021-11-18,40,42,15
남산예장,40,2021-11-18,257,257,17
장안1동,74,2021-11-18,78,80,7
신월4동,53,2021-11-18,19,14,8
장안2동,80,2021-11-18,35,40,12
웃우물,79,2021-11-18,50,55,11
잠실역,346,2021-11-19,657,669,15
구로디지털단지역,92,2021-11-19,193,186,21
개화산역,322,2021-11-19,294,297,13
수서역북,553,2021-11-19,650,664,12
수서역남,18,2021-11-19,37,36,14
복정역,322,2021-11-19,399,407,13
한강진역,176,2021-11-19,407,415,14
수락산역,157,2021-11-19,238,234,12
화랑대역,319,2021-11-19,319,313,12
서울글로벌센터,38,2021-11-19,69,68,13
구파발역,399,2021-11-19,627,630,15
신설동,79,2021-11-19,183,183,15
영등포구청역,137,2021-11-19,220,222,12
적선노외,30,2021-11-19,205,106,17
도봉산역,364,2021-11-19,363,370,11
학여울역,180,2021-11-19,109,113,10
사당노외,184,2021-11-19,481,466,20
종묘,1617,2021-11-19,1429,1439,13
천왕역,328,2021-11-19,354,357,13
개화역,483,2021-11-19,349,349,13
마포유수지,505,2021-11-19,783,790,12
세종로,1260,2021-11-19,731,748,20
신대방역,60,2021-11-19,169,166,21
동대문,1092,2021-11-19,1778,1741,0
천호역,1432,2021-11-19,1552,1580,12
용산주차빌딩,561,2021-11-19,404,428,13
신천유수지,214,2021-11-19,232,231,15
신방화역,199,2021-11-19,209,200,15
훈련원공원,873,2021-11-19,958,972,13
가양라이품,38,2021-11-19,34,34,15
남산예장,40,2021-11-19,260,260,12
장안1동,74,2021-11-19,76,76,8
신월4동,53,2021-11-19,23,18,6
장안2동,80,2021-11-19,46,44,14
웃우물,79,2021-11-19,61,59,11
잠실역,346,2021-11-20,816,829,16
구로디지털단지역,92,2021-11-20,213,216,21
개화산역,322,2021-11-20,137,143,9
수서역북,553,2021-11-20,282,304,3
수서역남,18,2021-11-20,27,25,14
복정역,322,2021-11-20,230,249,15
한강진역,176,2021-11-20,639,637,20
수락산역,157,2021-11-20,177,177,12
화랑대역,319,2021-11-20,309,324,13
서울글로벌센터,38,2021-11-20,0,1,7
구파발역,399,2021-11-20,466,475,13
신설동,79,2021-11-20,202,208,15
영등포구청역,137,2021-11-20,93,97,15
적선노외,30,2021-11-20,129,73,13
도봉산역,364,2021-11-20,317,326,14
학여울역,180,2021-11-20,71,78,13
사당노외,184,2021-11-20,371,395,20
종묘,1617,2021-11-20,1250,1309,15
천왕역,328,2021-11-20,179,197,13
개화역,483,2021-11-20,107,124,16
마포유수지,505,2021-11-20,559,607,14
세종로,1260,2021-11-20,802,818,16
신대방역,60,2021-11-20,180,188,15
동대문,1092,2021-11-20,643,1563,1
천호역,1432,2021-11-20,1654,1696,13
용산주차빌딩,561,2021-11-20,119,131,16
신천유수지,214,2021-11-20,145,147,10
신방화역,199,2021-11-20,140,162,11
훈련원공원,873,2021-11-20,386,409,13
가양라이품,38,2021-11-20,13,15,14
남산예장,40,2021-11-20,246,246,7
장안1동,74,2021-11-20,114,157,17
신월4동,53,2021-11-20,15,15,8
장안2동,80,2021-11-20,30,35,6
웃우물,79,2021-11-20,45,56,11
잠실역,346,2021-11-21,685,698,12
구로디지털단지역,92,2021-11-21,150,173,18
개화산역,322,2021-11-21,103,105,12
수서역북,553,2021-11-21,212,207,0
수서역남,18,2021-11-21,37,38,8
복정역,322,2021-11-21,236,237,11
한강진역,176,2021-11-21,561,577,16
수락산역,157,2021-11-21,113,116,13
화랑대역,319,2021-11-21,110,125,14
서울글로벌센터,38,2021-11-21,2,2,16
구파발역,399,2021-11-21,265,275,13
신설동,79,2021-11-21,213,218,16
영등포구청역,137,2021-11-21,84,77,23
적선노외,30,2021-11-21,117,63,18
도봉산역,364,2021-11-21,216,220,14
학여울역,180,2021-11-21,64,58,16
사당노외,184,2021-11-21,291,307,15
종묘,1617,2021-11-21,797,799,14
천왕역,328,2021-11-21,141,144,17
개화역,483,2021-11-21,65,89,14
마포유수지,505,2021-11-21,309,330,18
세종로,1260,2021-11-21,892,903,16
신대방역,60,2021-11-21,153,172,15
동대문,1092,2021-11-21,1175,582,0
천호역,1432,2021-11-21,1357,1433,14
용산주차빌딩,561,2021-11-21,57,54,0
신천유수지,214,2021-11-21,92,90,18
신방화역,199,2021-11-21,100,89,23
훈련원공원,873,2021-11-21,149,140,22
가양라이품,38,2021-11-21,38,37,13
남산예장,40,2021-11-21,229,229,7
장안1동,74,2021-11-21,45,39,22
신월4동,53,2021-11-21,12,7,23
장안2동,80,2021-11-21,32,28,22
웃우물,79,2021-11-21,27,19,23
잠실역,346,2021-11-22,635,633,14
구로디지털단지역,92,2021-11-22,184,170,20
개화산역,322,2021-11-22,326,321,14
수서역북,553,2021-11-22,651,638,13
수서역남,18,2021-11-22,32,27,10
복정역,322,2021-11-22,398,380,15
한강진역,176,2021-11-22,282,283,14
수락산역,157,2021-11-22,211,209,15
화랑대역,319,2021-11-22,310,304,11
서울글로벌센터,38,2021-11-22,75,76,15
구파발역,399,2021-11-22,747,736,12
신설동,79,2021-11-22,202,200,15
영등포구청역,137,2021-11-22,182,178,14
적선노외,30,2021-11-22,204,96,16
도봉산역,364,2021-11-22,349,341,13
학여울역,180,2021-11-22,106,106,11
사당노외,184,2021-11-22,408,401,20
종묘,1617,2021-11-22,1438,1412,14
천왕역,328,2021-11-22,412,398,13
개화역,483,2021-11-22,346,360,13
마포유수지,505,2021-11-22,818,787,19
세종로,1260,2021-11-22,504,485,13
신대방역,60,2021-11-22,159,149,15
동대문,1092,2021-11-22,1823,1547,0
천호역,1432,2021-11-22,1392,1392,13
용산주차빌딩,561,2021-11-22,442,422,17
신천유수지,214,2021-11-22,244,250,15
신방화역,199,2021-11-22,205,208,11
훈련원공원,873,2021-11-22,995,980,13
가양라이품,38,2021-11-22,33,36,13
남산예장,40,2021-11-22,257,257,18
장안1동,74,2021-11-22,86,153,9
신월4동,53,2021-11-22,16,14,8
장안2동,80,2021-11-22,42,42,13
웃우물,79,2021-11-22,65,63,12
잠실역,346,2021-11-23,618,618,15
구로디지털단지역,92,2021-11-23,193,194,20
개화산역,322,2021-11-23,359,365,13
수서역북,553,2021-11-23,684,684,13
수서역남,18,2021-11-23,37,34,15
복정역,322,2021-11-23,425,419,15
한강진역,176,2021-11-23,342,348,14
수락산역,157,2021-11-23,245,242,15
화랑대역,319,2021-11-23,321,321,11
서울글로벌센터,38,2021-11-23,64,66,14
구파발역,399,2021-11-23,728,739,13
신설동,79,2021-11-23,167,184,13
영등포구청역,137,2021-11-23,194,190,15
적선노외,30,2021-11-23,182,99,18
도봉산역,364,2021-11-23,359,361,15
학여울역,180,2021-11-23,115,114,15
사당노외,184,2021-11-23,381,374,20
종묘,1617,2021-11-23,1376,1383,13
천왕역,328,2021-11-23,362,376,12
개화역,483,2021-11-23,341,359,13
마포유수지,505,2021-11-23,813,840,13
세종로,1260,2021-11-23,798,798,18
신대방역,60,2021-11-23,138,139,18
동대문,1092,2021-11-23,1745,1844,1
천호역,1432,2021-11-23,1376,1404,14
용산주차빌딩,561,2021-11-23,416,410,15
신천유수지,214,2021-11-23,222,223,15
신방화역,199,2021-11-23,204,206,12
훈련원공원,873,2021-11-23,999,993,14
가양라이품,38,2021-11-23,49,48,15
남산예장,40,2021-11-23,258,258,7
장안1동,74,2021-11-23,59,63,4
신월4동,53,2021-11-23,21,19,6
장안2동,80,2021-11-23,49,49,15
웃우물,79,2021-11-23,53,55,11
잠실역,346,2021-11-24,686,682,13
구로디지털단지역,92,2021-11-24,144,142,20
개화산역,322,2021-11-24,330,326,16
수서역북,553,2021-11-24,724,741,12
수서역남,18,2021-11-24,34,32,13
복정역,322,2021-11-24,399,411,15
한강진역,176,2021-11-24,345,349,15
수락산역,157,2021-11-24,219,228,12
화랑대역,319,2021-11-24,319,317,12
서울글로벌센터,38,2021-11-24,74,77,10
구파발역,399,2021-11-24,610,634,13
신설동,79,2021-11-24,213,210,15
영등포구청역,137,2021-11-24,184,184,17
적선노외,30,2021-11-24,192,98,12
도봉산역,364,2021-11-24,360,350,11
학여울역,180,2021-11-24,105,109,14
사당노외,184,2021-11-24,418,435,20
종묘,1617,2021-11-24,1391,1392,14
천왕역,328,2021-11-24,389,384,13
개화역,483,2021-11-24,326,309,16
마포유수지,505,2021-11-24,805,824,13
세종로,1260,2021-11-24,996,1008,16
신대방역,60,2021-11-24,158,165,20
동대문,1092,2021-11-24,1653,1705,1
천호역,1432,2021-11-24,1402,1419,14
용산주차빌딩,561,2021-11-24,430,439,17
신천유수지,214,2021-11-24,255,257,12
신방화역,199,2021-11-24,205,216,12
훈련원공원,873,2021-11-24,981,988,14
가양라이품,38,2021-11-24,29,27,11
남산예장,40,2021-11-24,268,265,11
장안1동,74,2021-11-24,78,69,21
신월4동,53,2021-11-24,15,19,6
장안2동,80,2021-11-24,44,48,10
웃우물,79,2021-11-24,66,67,11
잠실역,346,2021-11-25,651,654,13
구로디지털단지역,92,2021-11-25,210,210,20
개화산역,322,2021-11-25,333,327,15
수서역북,553,2021-11-25,690,695,12
수서역남,18,2021-11-25,39,32,8
복정역,322,2021-11-25,405,407,15
한강진역,176,2021-11-25,355,358,14
수락산역,157,2021-11-25,232,231,12
화랑대역,319,2021-11-25,332,328,13
서울글로벌센터,38,2021-11-25,71,70,15
구파발역,399,2021-11-25,668,669,14
신설동,79,2021-11-25,220,220,13
영등포구청역,137,2021-11-25,193,192,12
적선노외,30,2021-11-25,188,97,14
도봉산역,364,2021-11-25,354,365,11
학여울역,180,2021-11-25,210,214,14
사당노외,184,2021-11-25,459,453,20
종묘,1617,2021-11-25,1388,1389,13
천왕역,328,2021-11-25,383,378,15
개화역,483,2021-11-25,320,320,13
마포유수지,505,2021-11-25,733,735,19
세종로,1260,2021-11-25,812,816,20
신대방역,60,2021-11-25,176,178,14
동대문,1092,2021-11-25,1689,1699,0
천호역,1432,2021-11-25,1389,1414,13
용산주차빌딩,561,2021-11-25,418,420,13
신천유수지,214,2021-11-25,238,241,10
신방화역,199,2021-11-25,196,189,17
훈련원공원,873,2021-11-25,988,974,13
가양라이품,38,2021-11-25,43,39,15
남산예장,40,2021-11-25,260,261,18
장안1동,74,2021-11-25,75,80,5
신월4동,53,2021-11-25,18,16,6
장안2동,80,2021-11-25,54,49,12
웃우물,79,2021-11-25,52,56,11
잠실역,346,2021-11-26,686,697,15
구로디지털단지역,92,2021-11-26,260,257,21
개화산역,322,2021-11-26,299,290,10
수서역북,553,2021-11-26,664,675,11
수서역남,18,2021-11-26,32,35,8
복정역,322,2021-11-26,434,432,16
한강진역,176,2021-11-26,424,424,16
수락산역,157,2021-11-26,210,206,12
화랑대역,319,2021-11-26,322,329,12
서울글로벌센터,38,2021-11-26,64,66,16
구파발역,399,2021-11-26,687,684,12
신설동,79,2021-11-26,219,223,14
영등포구청역,137,2021-11-26,205,208,12
적선노외,30,2021-11-26,208,110,14
도봉산역,364,2021-11-26,348,341,12
학여울역,180,2021-11-26,183,196,14
사당노외,184,2021-11-26,463,456,21
종묘,1617,2021-11-26,1487,1495,14
천왕역,328,2021-11-26,402,406,12
개화역,483,2021-11-26,330,340,16
마포유수지,505,2021-11-26,780,799,20
세종로,1260,2021-11-26,784,799,20
신대방역,60,2021-11-26,185,189,12
동대문,1092,2021-11-26,1701,1669,0
천호역,1432,2021-11-26,1531,1528,12
용산주차빌딩,561,2021-11-26,398,413,14
신천유수지,214,2021-11-26,233,236,15
신방화역,199,2021-11-26,184,196,13
훈련원공원,873,2021-11-26,960,998,13
가양라이품,38,2021-11-26,34,38,15
남산예장,40,2021-11-26,254,254,7
장안1동,74,2021-11-26,68,77,7
신월4동,53,2021-11-26,15,16,6
장안2동,80,2021-11-26,44,50,11
웃우물,79,2021-11-26,66,64,11
잠실역,346,2021-11-27,827,821,12
구로디지털단지역,92,2021-11-27,172,189,21
개화산역,322,2021-11-27,151,155,11
수서역북,553,2021-11-27,278,289,4
수서역남,18,2021-11-27,36,36,12
복정역,322,2021-11-27,207,231,15
한강진역,176,2021-11-27,619,631,19
수락산역,157,2021-11-27,177,175,14
화랑대역,319,2021-11-27,227,230,13
서울글로벌센터,38,2021-11-27,3,1,23
구파발역,399,2021-11-27,483,507,12
신설동,79,2021-11-27,224,232,15
영등포구청역,137,2021-11-27,99,97,19
적선노외,30,2021-11-27,145,73,18
도봉산역,364,2021-11-27,271,283,13
학여울역,180,2021-11-27,240,254,16
사당노외,184,2021-11-27,426,425,21
종묘,1617,2021-11-27,1179,1232,15
천왕역,328,2021-11-27,175,196,13
개화역,483,2021-11-27,125,119,13
마포유수지,505,2021-11-27,551,565,19
세종로,1260,2021-11-27,916,937,19
신대방역,60,2021-11-27,178,179,13
동대문,1092,2021-11-27,627,1487,1
천호역,1432,2021-11-27,1810,1857,14
용산주차빌딩,561,2021-11-27,118,132,16
신천유수지,214,2021-11-27,112,117,12
신방화역,199,2021-11-27,128,126,13
훈련원공원,873,2021-11-27,404,425,14
가양라이품,38,2021-11-27,7,6,9
남산예장,40,2021-11-27,247,247,7
장안1동,74,2021-11-27,72,66,5
신월4동,53,2021-11-27,14,11,12
장안2동,80,2021-11-27,29,33,9
웃우물,79,2021-11-27,50,51,11
잠실역,346,2021-11-28,724,743,12
구로디지털단지역,92,2021-11-28,172,182,17
개화산역,322,2021-11-28,113,109,13
수서역북,553,2021-11-28,240,238,19
수서역남,18,2021-11-28,21,20,14
복정역,322,2021-11-28,224,231,14
한강진역,176,2021-11-28,550,565,18
수락산역,157,2021-11-28,160,167,13
화랑대역,319,2021-11-28,128,134,15
서울글로벌센터,38,2021-11-28,4,1,23
구파발역,399,2021-11-28,279,283,16
신설동,79,2021-11-28,218,224,15
영등포구청역,137,2021-11-28,93,93,12
적선노외,30,2021-11-28,135,69,17
도봉산역,364,2021-11-28,305,314,13
학여울역,180,2021-11-28,340,338,14
사당노외,184,2021-11-28,274,315,16
종묘,1617,2021-11-28,800,801,15
천왕역,328,2021-11-28,126,122,14
개화역,483,2021-11-28,65,84,13
마포유수지,505,2021-11-28,311,339,14
세종로,1260,2021-11-28,1024,1057,18
신대방역,60,2021-11-28,136,149,15
동대문,1092,2021-11-28,1127,513,0
천호역,1432,2021-11-28,1334,1426,14
용산주차빌딩,561,2021-11-28,53,42,0
신천유수지,214,2021-11-28,105,97,12
신방화역,199,2021-11-28,98,104,6
훈련원공원,873,2021-11-28,145,142,14
가양라이품,38,2021-11-28,8,9,15
남산예장,40,2021-11-28,235,235,12
장안1동,74,2021-11-28,46,45,10
신월4동,53,2021-11-28,15,11,0
장안2동,80,2021-11-28,28,25,21
웃우물,79,2021-11-28,28,24,0
잠실역,346,2021-11-29,587,587,15
구로디지털단지역,92,2021-11-29,164,151,19
개화산역,322,2021-11-29,322,334,15
수서역북,553,2021-11-29,646,631,11
수서역남,18,2021-11-29,40,40,8
복정역,322,2021-11-29,372,373,16
한강진역,176,2021-11-29,320,314,14
수락산역,157,2021-11-29,235,236,16
화랑대역,319,2021-11-29,325,326,12
서울글로벌센터,38,2021-11-29,77,85,16
구파발역,399,2021-11-29,711,714,16
신설동,79,2021-11-29,196,192,15
영등포구청역,137,2021-11-29,243,235,12
적선노외,30,2021-11-29,210,95,15
도봉산역,364,2021-11-29,366,357,12
학여울역,180,2021-11-29,116,109,15
사당노외,184,2021-11-29,388,382,19
종묘,1617,2021-11-29,1580,1542,15
천왕역,328,2021-11-29,389,377,12
개화역,483,2021-11-29,353,362,13
마포유수지,505,2021-11-29,782,763,19
세종로,1260,2021-11-29,510,490,13
신대방역,60,2021-11-29,142,140,16
동대문,1092,2021-11-29,1937,1618,0
천호역,1432,2021-11-29,1414,1416,12
용산주차빌딩,561,2021-11-29,443,430,16
신천유수지,214,2021-11-29,224,229,14
신방화역,199,2021-11-29,186,189,12
훈련원공원,873,2021-11-29,1002,984,13
가양라이품,38,2021-11-29,41,45,14
남산예장,40,2021-11-29,258,258,7
장안1동,74,2021-11-29,63,72,10
신월4동,53,2021-11-29,16,15,23
장안2동,80,2021-11-29,55,49,12
웃우물,79,2021-11-29,58,58,11
잠실역,346,2021-11-30,635,635,15
구로디지털단지역,92,2021-11-30,165,169,19
개화산역,322,2021-11-30,328,333,12
수서역북,553,2021-11-30,647,650,12
수서역남,18,2021-11-30,23,22,14
복정역,322,2021-11-30,366,371,14
한강진역,176,2021-11-30,296,304,15
수락산역,157,2021-11-30,230,230,16
화랑대역,319,2021-11-30,306,308,13
서울글로벌센터,38,2021-11-30,74,76,15
구파발역,399,2021-11-30,712,714,16
신설동,79,2021-11-30,112,117,13
영등포구청역,137,2021-11-30,210,216,15
적선노외,30,2021-11-30,198,97,18
도봉산역,364,2021-11-30,357,350,11
학여울역,180,2021-11-30,82,87,13
사당노외,184,2021-11-30,397,421,19
종묘,1617,2021-11-30,1271,1271,14
천왕역,328,2021-11-30,378,396,13
개화역,483,2021-11-30,374,376,13
마포유수지,505,2021-11-30,717,714,19
세종로,1260,2021-11-30,805,805,20
신대방역,60,2021-11-30,140,139,19
동대문,1092,2021-11-30,1634,1849,1
천호역,1432,2021-11-30,1399,1407,12
용산주차빌딩,561,2021-11-30,416,415,17
신천유수지,214,2021-11-30,226,223,15
신방화역,199,2021-11-30,202,200,13
훈련원공원,873,2021-11-30,985,980,13
가양라이품,38,2021-11-30,37,37,15
남산예장,40,2021-11-30,256,254,22
장안1동,74,2021-11-30,67,59,20
신월4동,53,2021-11-30,18,17,7
장안2동,80,2021-11-30,43,47,10
웃우물,79,2021-11-30,47,49,12
잠실역,346,2021-12-01,671,665,12
구로디지털단지역,92,2021-12-01,156,187,19
개화산역,322,2021-12-01,346,346,15
수서역북,553,2021-12-01,662,659,12
수서역남,18,2021-12-01,30,26,13
복정역,322,2021-12-01,393,379,15
한강진역,176,2021-12-01,358,358,14
수락산역,157,2021-12-01,255,256,13
화랑대역,319,2021-12-01,316,323,14
서울글로벌센터,38,2021-12-01,84,85,11
구파발역,399,2021-12-01,670,685,10
신설동,79,2021-12-01,202,200,15
영등포구청역,137,2021-12-01,219,215,14
